length,rapidfuzz,fuzzywuzzy
337,2.45317590015475E-05,0.000171856699992
339,2.49186820001341E-05,0.000172277624995
341,2.50640489975922E-05,0.000173785564999
343,2.50521780108102E-05,0.000175273494999
345,2.52904670051066E-05,0.000176214583
347,2.53174870013027E-05,0.000177418767998
349,2.56125169980805E-05,0.000179047136
351,2.57987840013811E-05,0.000180317054008
353,2.59045099955983E-05,0.000181556362993
355,2.61802839959273E-05,0.000188313328996
357,2.625690199784E-05,0.000184959992999
359,2.63996110006701E-05,0.000186149774992
361,2.65700570016634E-05,0.000187785465998
363,2.70480170001974E-05,0.000192128855997
365,2.72522200102685E-05,0.000190427702997
367,2.74165549926693E-05,0.000192467521003
369,2.76287300075637E-05,0.000193418106006
371,2.76687559962738E-05,0.000195168086997
373,2.78244159999303E-05,0.000195736419002
375,2.80558110098354E-05,0.000198281671008
377,2.80812549899565E-05,0.000198784256994
379,2.82817539991811E-05,0.000199980270001
381,2.86740729934536E-05,0.000203174534996
383,2.8823539003497E-05,0.000203126544002
385,2.89531390008051E-05,0.000204881719998
387,2.90700189943891E-05,0.000206232586002
389,2.96412930038059E-05,0.000207640162
391,2.98826939979335E-05,0.000209456094002
393,2.99900859972695E-05,0.000210041081998
395,3.06439240084728E-05,0.000212556988001
397,3.09039929998107E-05,0.000213502134997
399,3.09359899983974E-05,0.000215324714009
401,3.11766259983415E-05,0.000216459593998
403,3.12089939980069E-05,0.000218205566998
405,3.14099120005267E-05,0.000219173758
407,3.14609159977408E-05,0.000221247612993
409,3.16027250082698E-05,0.000221826232999
411,3.17335930012632E-05,0.000223490500008
413,3.22038830054225E-05,0.000223975104003
415,3.23555509967264E-05,0.000226430672992
417,3.26479359937366E-05,0.000233821132002
419,3.28902379987994E-05,0.000229294353005
421,3.32707399938954E-05,0.000231092072994
423,3.34167159890058E-05,0.000233583138004
425,3.35908139968524E-05,0.000234300051001
427,3.36934859951725E-05,0.000239858953995
429,3.41126630082726E-05,0.000236962601994
431,3.42835280025611E-05,0.000238834295
433,3.43010080105159E-05,0.000239687547
435,3.45385919936234E-05,0.000243452098002
437,3.49024640017888E-05,0.000242502853987
439,3.48601129953749E-05,0.000243486234991
441,3.51863789983327E-05,0.000252691688002
443,3.53735149983549E-05,0.000246504465002
445,3.54877299978398E-05,0.000247732051997
447,3.56818830041448E-05,0.000254078818005
449,3.55792509944877E-05,0.000256086775
